,x1,y1,x2,y2,id
57,373.3500117,131,383.3500117,141,132
58,372.1000149,270.8500011,382.1000149,280.8500011,131
59,373.1612885,283.3225941,383.1612885,293.3225941,130
60,374.1458304,167.0416597,384.1458304,177.0416597,129
61,363.4516181,222.2903168,373.4516181,232.2903168,128
62,362.4615467,238.0769152,372.4615467,248.0769152,127
63,360.34784,425.2173867,370.34784,435.2173867,126
64,360.3499904,333.0500139,370.3499904,343.0500139,125
65,354.4090837,384.5000064,364.4090837,394.5000064,124
66,352.2105216,139.8421035,362.2105216,149.8421035,123
67,357.9615445,291.7884459,367.9615445,301.7884459,122
68,349.2500011,504.5000064,359.2500011,514.5000064,121
69,345.9999957,343.1818112,355.9999957,353.1818112,120
70,345.2830251,372.4905685,355.2830251,382.4905685,119
71,343.8297984,473.468096,353.8297984,483.468096,118
72,337.9999957,346.5000149,347.9999957,356.5000149,117
73,331.9800021,96.03999147,341.9800021,106.0399915,116
74,324.8571264,312.3142869,334.8571264,322.3142869,115
75,320.2500139,362.9687339,330.2500139,372.9687339,114
76,320.8536619,151.5853696,330.8536619,161.5853696,113
77,330.6105387,68.84210773,340.6105387,78.84210773,112
78,315.8148309,501.2962859,325.8148309,511.2962859,111
79,315.2799957,328.6799915,325.2799957,338.6799915,110
80,303.9999872,322.590912,313.9999872,332.590912,109
81,303.2758485,387.1379328,313.2758485,397.1379328,108
82,297.9722112,413.0277931,307.9722112,423.0277931,107
83,298.1777621,303.2666667,308.1777621,313.2666667,106
84,294.7647019,73.0705792,304.7647019,83.0705792,105
85,283.8260949,150.9782741,293.8260949,160.9782741,104
86,278.8260736,407.6956544,288.8260736,417.6956544,103
87,280.1794944,5.230784,290.1794944,15.230784,102
88,275,165.9090816,285,175.9090816,101
89,283.8192683,265.4457728,293.8192683,275.4457728,100
90,273.8055723,422.1389013,283.8055723,432.1389013,99
91,274.1960917,296.7843029,284.1960917,306.7843029,98
92,269.8684288,445.1842261,279.8684288,455.1842261,97
93,271.0000171,70.34329173,281.0000171,80.34329173,96
94,272.5692288,43.23077547,282.5692288,53.23077547,95
95,263.2857131,101.6122581,273.2857131,111.6122581,94
96,259.2083499,293.3749973,269.2083499,303.3749973,93
97,257.6315947,282.3157973,267.6315947,292.3157973,92
98,263.0958976,242.0547797,273.0958976,252.0547797,91
99,255.1481557,410.777792,265.1481557,420.777792,90
100,252.4984533,202.3749845,262.4984533,212.3749845,89
101,248.8564267,201.9999957,258.8564267,211.9999957,88
102,255.8846165,431.4038485,265.8846165,441.4038485,87
103,256.7941333,337.3529301,266.7941333,347.3529301,86
104,254.20512,260.9772757,264.20512,270.9772757,85
105,253.27328,130.23456,263.27328,140.23456,84
106,246.2438955,216.2194987,256.2438955,226.2194987,83
107,245.0555435,97.99999573,255.0555435,107.9999957,82
108,242.5294037,78.0000128,252.5294037,88.0000128,81
109,245.3728811,34.84745813,255.3728811,44.84745813,80
110,242.3783637,195.5405355,252.3783637,205.5405355,79
111,251.3822933,170.8660608,261.3822933,180.8660608,78
112,238.9999829,113.5000107,248.9999829,123.5000107,77
113,236.7368405,358.9473835,246.7368405,368.9473835,76
114,233.3333376,462.3809408,243.3333376,472.3809408,75
115,230.1702016,145.6808491,240.1702016,155.6808491,74
116,224.6999936,16.60001707,234.6999936,26.60001707,73
117,218.3488384,439.2325675,228.3488384,449.2325675,72
118,219.8850432,220.0919595,229.8850432,230.0919595,71
119,216.6250027,327.3194368,226.6250027,337.3194368,70
120,214.3200128,299.2199893,224.3200128,309.2199893,69
121,207.3333291,271.4444331,217.3333291,281.4444331,68
122,205.2800043,256.6399872,215.2800043,266.6399872,67
123,200.1304448,66.52172373,210.1304448,76.52172373,66
124,201.8333227,312.3809493,211.8333227,322.3809493,65
125,200.9487232,279.7692459,210.9487232,289.7692459,64
126,191.1627989,9.348834133,201.1627989,19.34883413,63
127,185.8529493,470.4999979,195.8529493,480.4999979,62
128,183.9999872,381.9166592,193.9999872,391.9166592,61
129,182.1428608,227.190464,192.1428608,237.190464,60
130,183.3928576,308.0000043,193.3928576,318.0000043,59
131,181.9622613,281.1509291,191.9622613,291.1509291,58
132,178.5833344,399.5555712,188.5833344,409.5555712,57
133,177.9999957,146.5000149,187.9999957,156.5000149,56
134,169.9762048,424.0952533,179.9762048,434.0952533,55
135,169.1500075,502.6500139,179.1500075,512.6500139,54
136,165.6046464,251.1860608,175.6046464,261.1860608,53
137,163,112.7499989,173,122.7499989,52
138,162.1538347,450.9846059,172.1538347,460.9846059,51
139,155.268288,485.756096,165.268288,495.756096,50
140,152.7916757,384.6666795,162.7916757,394.6666795,49
141,148.4999893,384.9999915,158.4999893,394.9999915,48
142,141.0000085,476.0975573,151.0000085,486.0975573,47
143,135.8,344.8000043,145.8,354.8000043,46
144,132.4000128,340.0000043,142.4000128,350.0000043,45
145,129.5000107,366.4999979,139.5000107,376.4999979,44
146,131.5384533,300.3333504,141.5384533,310.3333504,43
147,134.9873536,433.3923883,144.9873536,443.3923883,42
148,124.2105387,216.4473728,134.2105387,226.4473728,41
149,120.6875008,188.4687573,130.6875008,198.4687573,40
150,114.2972971,303.8108203,124.2972971,313.8108203,39
151,113.257152,124.7714176,123.257152,134.7714176,38
152,107.8936107,231.5106517,117.8936107,241.5106517,37
153,109.2413653,351.1379157,119.2413653,361.1379157,36
154,93.38636373,396.0227371,103.3863637,406.0227371,35
155,87.83334827,223.5000021,97.83334827,233.5000021,34
156,89.07501653,138.3499989,99.07501653,148.3499989,33
157,84.46428587,2.571421867,94.46428587,12.57142187,32
158,86.02175573,355.2391381,96.02175573,365.2391381,31
159,83.37143893,312.3142869,93.37143893,322.3142869,30
160,76.4285824,465.8000085,86.4285824,475.8000085,29
161,78.0000128,194.9423147,88.0000128,204.9423147,28
162,73.03572907,37.035712,83.03572907,47.035712,27
163,72.35483733,268.6129024,82.35483733,278.6129024,26
164,68.92453973,16.8679296,78.92453973,26.8679296,25
165,64.3157888,376.3684224,74.3157888,386.3684224,24
166,64.74467413,479.5106517,74.74467413,489.5106517,23
167,59.62068053,266.310336,69.62068053,276.310336,22
168,65.0499968,173.0500139,75.0499968,183.0500139,21
169,61.41861973,363.1627819,71.41861973,373.1627819,20
170,57.91892907,241.5945941,67.91892907,251.5945941,19
171,54.29629013,138.1851691,64.29629013,148.1851691,18
172,50.29166507,300.8750123,60.29166507,310.8750123,17
173,49.88636587,329.7045376,59.88636587,339.7045376,16
174,44.23999573,156.0600107,54.23999573,166.0600107,15
175,39.06818133,263.3863723,49.06818133,273.3863723,14
176,32.70733227,218.463424,42.70733227,228.463424,13
177,27.268288,406.292672,37.268288,416.292672,12
178,27.81394347,196.6744107,37.81394347,206.6744107,11
179,22.77419093,86.1935488,32.77419093,96.1935488,10
180,18.9545344,357.9090816,28.9545344,367.9090816,9
181,24.8205184,382.4871637,34.8205184,392.4871637,8
182,13.4999936,199.5714432,23.4999936,209.5714432,7
183,21.6057728,169.2980779,31.6057728,179.2980779,6
184,12.17777067,496.2444501,22.17777067,506.2444501,5
185,8.0476032,478.3333248,18.0476032,488.3333248,4
186,3.871799467,128.3333333,13.87179947,138.3333333,3
187,1.586197333,216.2069035,11.58619733,226.2069035,2
188,14.24785493,106.8461611,24.24785493,116.8461611,1
189,503.8749909,137.6875051,513.8749909,147.6875051,236
190,478.3114795,161.21312,488.3114795,171.21312,235
191,463.5000021,185.5000107,473.5000021,195.5000107,234
192,463.6666752,182.0000128,473.6666752,192.0000128,233
193,460.4999893,185.5000107,470.4999893,195.5000107,232
194,460.3333504,182.0000128,470.3333504,192.0000128,231
195,467.4084395,372.7324032,477.4084395,382.7324032,230
196,456.3023403,198.4185899,466.3023403,208.4185899,229
197,459.0919552,338.9080448,469.0919552,348.9080448,228
198,449.4545451,185.0909227,459.4545451,195.0909227,227
199,443.8301909,32.5660544,453.8301909,42.5660544,226
200,431.9999872,343.0000171,441.9999872,353.0000171,225
201,430.7499904,341.7499861,440.7499904,351.7499861,224
202,433.9166763,144.4166528,443.9166763,154.4166528,223
203,427.222208,87.33332907,437.222208,97.33332907,222
204,431.320768,53.30188373,441.320768,63.30188373,221
205,425.6052779,90.52633173,435.6052779,100.5263317,220
206,424.1209557,184.7015979,434.1209557,194.7015979,219
207,409.1333504,215.8,419.1333504,225.8,218
208,410.857152,397.1714261,420.857152,407.1714261,217
209,393.6666837,348.0000043,403.6666837,358.0000043,216
210,391.5172395,402.3965568,401.5172395,412.3965568,215
211,371.7500117,127.7499947,381.7500117,137.7499947,214
212,347.0555691,449.3333376,357.0555691,459.3333376,213
213,287.7777792,145.2000128,297.7777792,155.2000128,212
214,279.5000021,-1.9999872,289.5000021,8.0000128,211
215,266.5000149,252.4999893,276.5000149,262.4999893,210
216,267.047616,50.57142187,277.047616,60.57142187,209
217,256.1052544,224.2105216,266.1052544,234.2105216,208
218,249.63808,177.6841941,259.63808,187.6841941,207
219,217.1874859,212.1250005,227.1874859,222.1250005,206
220,167.6666752,428.1904683,177.6666752,438.1904683,205
221,167.8787797,449.3030272,177.8787797,459.3030272,204
222,155.4000085,387.8000171,165.4000085,397.8000171,203
223,153.249984,312.2500139,163.249984,322.2500139,202
224,151.9999872,311.0000171,161.9999872,321.0000171,201
225,89.50001067,133.0000085,99.50001067,143.0000085,200
226,101.7518293,352.408768,111.7518293,362.408768,199
227,64.94735787,381.6842112,74.94735787,391.6842112,198
228,39.20000427,164.7999872,49.20000427,174.7999872,197
229,18.98795093,110.0722731,28.98795093,120.0722731,196
230,506.5000149,200.9999915,516.5000149,210.9999915,195
231,155.9411925,454.9117483,165.9411925,464.9117483,194
232,101.4999936,292.3749931,111.4999936,302.3749931,193
233,80.8484736,250.7575851,90.8484736,260.7575851,192
234,48.4736896,311.5263189,58.4736896,321.5263189,191
235,-0.785728,102.0000128,9.214272,112.0000128,190
236,501.6191017,194.7146328,511.6191017,204.7146328,189
237,500.6250468,302.500024,510.6250468,312.500024,188
238,500.8276112,118.4822771,510.8276112,128.4822771,186
239,500.1212184,247.2424171,510.1212184,257.2424171,185
240,497.9999653,67.0000304,507.9999653,77.0000304,184
241,498.9998528,225.4999581,508.9998528,235.4999581,182
242,490.3170654,280.7316856,500.3170654,290.7316856,181
243,491.8570797,176.9762846,501.8570797,186.9762846,180
244,485.9229867,39.71797952,495.9229867,49.71797952,179
245,482.0555763,321.1667307,492.0555763,331.1667307,178
246,475.8388403,404.1935834,485.8388403,414.1935834,177
247,476.470457,191.000057,486.470457,201.000057,175
248,470.6969148,144.2727446,480.6969148,154.2727446,173
249,457.5812924,312.8604854,467.5812924,322.8604854,169
250,449.2105476,135.6842322,459.2105476,145.6842322,167
251,449.2308381,289.7689094,459.2308381,299.7689094,166
252,450.217417,6.000010628,460.217417,16.00001063,165
253,446.689637,70.17249627,456.689637,80.17249627,164
254,445.0312535,212.5313313,455.0312535,222.5313313,162
255,442.0415019,236.0829958,452.0415019,246.0829958,161
256,439.8831499,375.3166737,449.8831499,385.3166737,157
257,430.1857769,280.4286756,440.1857769,290.4286756,155
258,426.357125,418.500044,436.357125,428.500044,153
259,425.9422063,309.9615484,435.9422063,319.9615484,151
260,404.553293,456.7443976,414.553293,466.7443976,146
261,402.416527,343.9999872,412.416527,353.9999872,145
262,397.2040938,74.69390653,407.2040938,84.69390653,143
263,391.7497699,310.583309,401.7497699,320.583309,139
264,385.3590033,116.3077013,395.3590033,126.3077013,137
265,385.8404762,229.8864672,395.8404762,239.8864672,136
266,380.1397269,366.7000927,390.1397269,376.7000927,135
267,378.8749743,332.0416889,388.8749743,342.0416889,134
268,376.7441552,407.6512777,386.7441552,417.6512777,133
269,374.529303,132.4704536,384.529303,142.4704536,132
270,371.3334227,270.1905427,381.3334227,280.1905427,131
271,373.2068861,282.6552517,383.2068861,292.6552517,130
272,374.1153865,167.0769159,384.1153865,177.0769159,129
273,363.3448256,221.7242037,373.3448256,231.7242037,128
274,366.4795944,236.6801481,376.4795944,246.6801481,127
275,361.4165503,427.5831024,371.4165503,437.5831024,126
276,360.4999914,333.0714133,370.4999914,343.0714133,125
277,355.2173145,384.2174106,365.2173145,394.2174106,124
278,353.4998819,139.8888956,363.4998819,149.8888956,123
279,359.1223374,292.3876991,369.1223374,302.3876991,122
280,347.5418325,503.2084618,357.5418325,513.2084618,121
281,345.7254513,372.6666448,355.7254513,382.6666448,119
282,346.6075647,475.7252785,356.6075647,485.7252785,118
283,339.2856017,347.9998544,349.2856017,357.9998544,117
284,333.2547889,94.74523867,343.2547889,104.7452387,116
285,327.6568723,314.1998287,337.6568723,324.1998287,115
286,320.1818223,363.3333097,330.1818223,373.3333097,114
287,321.9998812,151.4545496,331.9998812,161.4545496,113
288,329.9286228,68.90814914,339.9286228,78.90814914,112
289,315.9999858,501.4999733,325.9999858,511.4999733,111
290,315.6521484,328.2174286,325.6521484,338.2174286,110
291,303.5000521,323.4998943,313.5000521,333.4998943,109
292,305.7739542,388.8062717,315.7739542,398.8062717,108
293,298.0250102,413.4499461,308.0250102,423.4499461,107
294,301.7170353,304.6302937,311.7170353,314.6302937,106
295,294.6591039,72.79549201,304.6591039,82.79549201,105
296,277.762005,409.1903403,287.762005,419.1903403,103
297,280.2069007,9.344429621,290.2069007,19.34442962,102
298,273.9546346,165.0000993,283.9546346,175.0000993,101
299,285.0608466,267.1705626,295.0608466,277.1705626,100
300,273.8857093,423.7427006,283.8857093,433.7427006,99
301,273.9791961,297.4582665,283.9791961,307.4582665,98
302,270.2161786,445.83778,280.2161786,455.83778,97
303,272.2074314,71.09425245,282.2074314,81.09425245,96
304,273.8161997,42.20418148,283.8161997,52.20418148,95
305,262.5208956,102.4165981,272.5208956,112.4165981,94
306,260.3998938,293.9999504,270.3998938,303.9999504,93
307,257.7142915,282.8094867,267.7142915,292.8094867,92
308,262.3175306,240.8096518,272.3175306,250.8096518,91
309,255.9999021,412.3459938,265.9999021,422.3459938,90
310,256.8300837,430.9057223,266.8300837,440.9057223,87
311,255.7177438,336.5765426,265.7177438,346.5765426,86
312,253.3894148,261.9755078,263.3894148,271.9755078,85
313,253.5736233,130.9258616,263.5736233,140.9258616,84
314,248.2452401,213.6844644,258.2452401,223.6844644,83
315,245.4166381,98.63883965,255.4166381,108.6388397,82
316,242.771419,78.74278234,252.771419,88.74278234,81
317,244.9848921,34.78790142,254.9848921,44.78790142,80
318,237.5001434,112.5909943,247.5001434,122.5909943,77
319,238.9997569,359.7142146,248.9997569,369.7142146,76
320,233.5581173,462.7906705,243.5581173,472.7906705,75
321,231.4998693,145.3333723,241.4998693,155.3333723,74
322,224.1667135,16.00004713,234.1667135,26.00004713,73
323,218.4877813,439.8048239,228.4877813,449.8048239,72
324,220.2318374,223.2460764,230.2318374,233.2460764,71
325,216.1071835,328.8926898,226.1071835,338.8926898,70
326,214.4038359,299.6730299,224.4038359,309.6730299,69
327,204.608771,255.6957487,214.608771,265.6957487,67
328,199.136479,66.09093583,209.136479,76.09093583,66
329,201.4884057,311.7674981,211.4884057,321.7674981,65
330,200.6042157,278.5834358,210.6042157,288.5834358,64
331,190.7907486,9.186068525,200.7907486,19.18606853,63
332,186.1612449,470.3870961,196.1612449,480.3870961,62
333,182.8889899,381.944441,192.8889899,391.944441,61
334,181.6818679,227.3636051,191.6818679,237.3636051,60
335,181.0002475,307.0000999,191.0002475,317.0000999,59
336,181.4339984,281.8112407,191.4339984,291.8112407,58
337,177.8572203,400.3999114,187.8572203,410.3999114,57
338,177.848493,146.2424364,187.848493,156.2424364,56
339,168.0001021,501.8334213,178.0001021,511.8334213,54
340,164.7442651,250.6744532,174.7442651,260.6744532,53
341,163.5356692,113.4999358,173.5356692,123.4999358,52
342,154.8333704,485.6666756,164.8333704,495.6666756,50
343,151.7500987,383.4376268,161.7500987,393.4376268,49
344,139.4049124,477.404631,149.4049124,487.404631,47
345,132.541652,340.9999087,142.541652,350.9999087,45
346,129.9999458,367.9165262,139.9999458,377.9165262,44
347,129.0502453,300.4999727,139.0502453,310.4999727,43
348,134.4025032,434.4876858,144.4025032,444.4876858,42
349,124.1842245,216.5526295,134.1842245,226.5526295,41
350,120.2500576,188.4999862,130.2500576,198.4999862,40
351,111.6844807,303.8684316,121.6844807,313.8684316,39
352,113.1111101,124.55558,123.1111101,134.55558,38
353,107.958321,231.4791839,117.958321,241.4791839,37
354,92.97622444,395.5000373,102.9762244,405.5000373,35
355,88.21048393,226.2102594,98.21048393,236.2102594,34
356,83.67748873,3.193473863,93.67748873,13.19347386,32
357,81.23098074,313.0768518,91.23098074,323.0768518,30
358,78.15606851,469.0309178,88.15606851,479.0309178,29
359,78.27025354,198.8104296,88.27025354,208.8104296,28
360,72.99999504,37.29625984,82.99999504,47.29625984,27
361,72.06251453,269.9373824,82.06251453,279.9373824,26
362,67.26940906,12.53889003,77.26940906,22.53889003,25
363,64.13050615,479.9781976,74.13050615,489.9781976,23
364,60.35993469,268.3998041,70.35993469,278.3998041,22
365,65.08334174,174.2831963,75.08334174,184.2831963,21
366,60.10540264,364.3945991,70.10540264,374.3945991,20
367,59.72955567,242.1350756,69.72955567,252.1350756,19
368,54.12905351,138.3225761,64.12905351,148.3225761,18
369,51.86652215,298.1335944,61.86652215,308.1335944,17
370,50.99988877,333.5865776,60.99988877,343.5865776,16
371,45.53474853,154.5117749,55.53474853,164.5117749,15
372,40.32545948,267.1856813,50.32545948,277.1856813,14
373,32.95119057,222.3410612,42.95119057,232.3410612,13
374,27.89993051,405.5750562,37.89993051,415.5750562,12
375,28.34879351,200.6507516,38.34879351,210.6507516,11
376,24.03112778,86.03126101,34.03112778,96.03126101,10
377,24.54546534,381.9351122,34.54546534,391.9351122,8
378,13.96965549,200.3029499,23.96965549,210.3029499,7
379,22.54799761,171.768982,32.54799761,181.768982,6
380,11.40483028,496.4761582,21.40483028,506.4761582,5
381,6.928687769,478.0714459,16.92868777,488.0714459,4
382,5.297167486,132.2698788,15.29716749,142.2698788,3
383,1.333362856,216.4333214,11.33336286,226.4333214,2
384,502.4887511,192.2120303,512.4887511,202.2120303,189
385,501.5538282,304.7148624,511.5538282,314.7148624,188
386,500.2869186,247.4119711,510.2869186,257.4119711,185
387,498.5235774,67.32350456,508.5235774,77.32350456,184
388,499.3688847,228.4717119,509.3688847,238.4717119,182
389,490.4115548,280.2278006,500.4115548,290.2278006,181
390,493.8481996,175.156115,503.8481996,185.156115,180
391,487.4273609,38.60630479,497.4273609,48.60630479,179
392,474.7089121,403.4354082,484.7089121,413.4354082,177
393,477.9097347,190.3954482,487.9097347,200.3954482,175
394,458.772876,312.9588532,468.772876,322.9588532,169
395,449.6191663,135.0851987,459.6191663,145.0851987,167
396,448.1881483,293.2912477,458.1881483,303.2912477,166
397,450.3907615,5.831555305,460.3907615,15.83155531,165
398,446.5303811,69.12834337,456.5303811,79.12834337,164
399,445.0274316,213.2037074,455.0274316,223.2037074,162
400,442.3546403,238.3853477,452.3546403,248.3853477,161
401,430.2874502,279.3620726,440.2874502,289.3620726,155
402,427.1929545,419.4273535,437.1929545,429.4273535,153
403,426.0004158,310.2781121,436.0004158,320.2781121,151
404,397.2922791,74.28985086,407.2922791,84.28985086,143
405,392.5080575,310.8154903,402.5080575,320.8154903,139
406,385.4709351,116.3972949,395.4709351,126.3972949,137
407,389.4467198,228.0282271,399.4467198,238.0282271,136
408,380.3619666,365.4632266,390.3619666,375.4632266,135
409,378.8210659,331.8171685,388.8210659,341.8171685,134
410,378.9223007,405.5228846,388.9223007,415.5228846,133
411,376.3863206,130.1775392,386.3863206,140.1775392,132
412,371.1290379,268.9769174,381.1290379,278.9769174,131
413,373.166956,281.617197,383.166956,291.617197,130
414,374.3163663,166.4847045,384.3163663,176.4847045,129
415,363.3941701,221.7044302,373.3941701,231.7044302,128
416,374.1319974,234.1698409,384.1319974,244.1698409,127
417,361.5663524,427.0340476,371.5663524,437.0340476,126
418,360.3251575,333.191934,370.3251575,343.191934,125
419,356.032915,138.9086315,366.032915,148.9086315,123
420,361.5284151,294.0590288,371.5284151,304.0590288,122
421,348.0708539,500.2106115,358.0708539,510.2106115,121
422,348.866116,374.9315284,358.866116,384.9315284,119
423,348.7327507,478.786138,358.7327507,488.786138,118
424,343.550368,346.0675624,353.550368,356.0675624,117
425,335.4668945,91.98652782,345.4668945,101.9865278,116
426,338.2598337,320.3805314,348.2598337,330.3805314,115
427,321.0805033,365.2788746,331.0805033,375.2788746,114
428,324.3029257,150.468757,334.3029257,160.468757,113
429,327.4055315,69.64099395,337.4055315,79.64099395,112
430,315.1013867,500.7489872,325.1013867,510.7489872,111
431,316.5617542,330.1488858,326.5617542,340.1488858,110
432,305.2043707,323.1695249,315.2043707,333.1695249,109
433,310.5134927,392.181836,320.5134927,402.181836,108
434,298.6787275,413.8141666,308.6787275,423.8141666,107
435,309.8527729,307.4149613,319.8527729,317.4149613,106
436,295.2598764,72.35491421,305.2598764,82.35491421,105
437,276.5974099,408.2153211,286.5974099,418.2153211,103
438,279.3422106,9.545904238,289.3422106,19.54590424,102
439,285.4962847,268.0696625,295.4962847,278.0696625,100
440,273.0986701,424.2624232,283.0986701,434.2624232,99
441,273.0655495,296.9823134,283.0655495,306.9823134,98
442,270.0078936,448.1637843,280.0078936,458.1637843,97
443,260.5714406,103.3586018,270.5714406,113.3586018,94
444,257.5028905,282.1534077,267.5028905,292.1534077,92
445,264.3478054,242.2993726,274.3478054,252.2993726,91
446,252.9544968,264.2038009,262.9544968,274.2038009,85
447,254.4177508,133.7167973,264.4177508,143.7167973,84
448,245.75861,100.7690444,255.75861,110.7690444,82
449,244.3258979,36.27799801,254.3258979,46.27799801,80
450,235.7064276,113.8561797,245.7064276,123.8561797,77
451,241.999452,362.0684169,251.999452,372.0684169,76
452,232.6240253,462.7697167,242.6240253,472.7697167,75
453,232.6028193,146.7476691,242.6028193,156.7476691,74
454,221.6949855,14.99702721,231.6949855,24.99702721,73
455,217.0366518,441.167042,227.0366518,451.167042,72
456,216.0549427,329.9543792,226.0549427,339.9543792,70
457,204.6591262,258.0758553,214.6591262,268.0758553,67
458,198.367025,66.89094745,208.367025,76.89094745,66
459,200.7359231,311.9118032,210.7359231,321.9118032,65
460,189.9889603,8.592288159,199.9889603,18.59228816,63
461,186.9773641,468.6047337,196.9773641,478.6047337,62
462,183.2310089,383.2789182,193.2310089,393.2789182,61
463,180.187456,227.6004917,190.187456,237.6004917,60
464,177.3902813,306.329993,187.3902813,316.329993,59
465,178.2616859,401.9728022,188.2616859,411.9728022,57
466,177.4345501,146.2786867,187.4345501,156.2786867,56
467,165.6439518,501.0230775,175.6439518,511.0230775,54
468,164.0569336,249.4078843,174.0569336,259.4078843,53
469,164.4521588,112.5887838,174.4521588,122.5887838,52
470,153.7922661,485.0053187,163.7922661,495.0053187,50
471,137.4899194,480.3166036,147.4899194,490.3166036,47
472,132.1249996,370.5963882,142.1249996,380.5963882,44
473,126.0920347,301.2385979,136.0920347,311.2385979,43
474,132.558131,435.6222153,142.558131,445.6222153,42
475,123.9423309,216.258667,133.9423309,226.258667,41
476,119.2898813,189.1843242,129.2898813,199.1843242,40
477,106.9455197,305.4106028,116.9455197,315.4106028,39
478,113.9745565,124.74003,123.9745565,134.74003,38
479,107.2634008,230.5015836,117.2634008,240.5015836,37
480,92.73852924,395.348274,102.7385292,405.348274,35
481,89.13690959,228.6918586,99.13690959,238.6918586,34
482,82.05969317,3.665294889,92.05969317,13.66529489,32
483,77.14969395,314.2712688,87.14969395,324.2712688,30
484,80.30719908,476.8279746,90.30719908,486.8279746,29
485,72.52698212,37.54238975,82.52698212,47.54238975,27
486,67.96168006,272.0782784,77.96168006,282.0782784,26
487,62.70593362,6.554473833,72.70593362,16.55447383,25
488,63.38283802,479.5070222,73.38283802,489.5070222,23
489,65.73000041,175.8536397,75.73000041,185.8536397,21
490,59.69979266,363.9319916,69.69979266,373.9319916,20
491,61.06137192,243.2706623,71.06137192,253.2706623,19
492,54.14566078,137.590946,64.14566078,147.590946,18
493,53.66562496,340.9298015,63.66562496,350.9298015,16
494,41.83605877,275.0989295,51.83605877,285.0989295,14
495,34.96983919,230.8812896,44.96983919,240.8812896,13
496,27.53795009,405.4144563,37.53795009,415.4144563,12
497,26.83928993,85.75832708,36.83928993,95.75832708,10
498,23.30290194,382.3123419,33.30290194,392.3123419,8
499,11.41020166,496.8745214,21.41020166,506.8745214,5
500,7.095606591,139.7810152,17.09560659,149.7810152,3
501,1.278499704,215.6375464,11.2784997,225.6375464,2
502,470.397505,172.3664145,480.397505,182.3664145,233
503,453.2500297,192.9696231,463.2500297,202.9696231,229
504,435.8205991,128.6703632,445.8205991,138.6703632,223
