frame,GTID,x,y
1,4292,0.005731445,0.024724609
1,3812,0.00584409,0.022821629
1,3592,0.005828404,0.031044643
1,3826,0.005813337,0.026625279
1,3177,0.00599517,0.028293655
1,4947,0.006025152,0.031821408
1,1452,0.006100563,0.03237986
1,3845,0.006083203,0.032885742
1,4945,0.006169377,0.033625999
1,4314,0.006416931,0.026882629
1,4326,0.006551079,0.027503807
1,4324,0.006563477,0.028253906
1,4433,0.006548978,0.033457031
1,4417,0.006621094,0.034500732
1,1449,0.00677258,0.032075076
1,1308,0.00685624,0.023820672
1,4322,0.007033913,0.027856001
1,1342,0.007012747,0.0308658
1,2225,0.007222451,0.02923751
1,0,0.007227236,0.026563173
1,2199,0.007227412,0.024618291
1,2724,0.007300415,0.029885559
1,3181,0.007322126,0.025975865
1,0,0.007314453,0.026302734
1,1659,0.007331194,0.031516462
1,3187,0.007357337,0.028457456
2,2626,-0.007376535,0.025634766
2,1543,-0.007314453,0.028987305
2,2622,-0.007198321,0.02652159
2,4665,-0.007019392,0.037191685
2,2621,-0.006797228,0.025871258
2,333,-0.00715053,0.036652483
2,2597,-0.006944247,0.028514737
2,2619,-0.006692927,0.027678786
2,0,-0.006634411,0.033835988
2,2325,-0.006649475,0.025166931
2,2613,-0.006522983,0.028524936
2,5018,-0.006536133,0.034528564
2,2611,-0.006388148,0.029160394
2,2608,-0.006172102,0.030474201
2,2571,-0.006019486,0.027173192
2,971,-0.006205078,0.027474609
2,2600,-0.005859375,0.03241954
2,2605,-0.005933388,0.031773232
2,2581,-0.005833984,0.031380859
2,1075,-0.005767704,0.026698904
2,4757,-0.005592619,0.033322111
2,2603,-0.005446777,0.027752441
2,2589,-0.005603621,0.029740287
2,2591,-0.005585156,0.030509766
2,4679,-0.005474694,0.036708347
2,3760,-0.005382737,0.023013822
2,2598,-0.005450761,0.033828639
2,2588,-0.00524231,0.03055481
2,447,-0.005214844,0.023739149
2,1079,-0.005060441,0.02847102
2,2593,-0.005063782,0.036387634
2,3762,-0.004984908,0.029992898
2,3912,-0.004973708,0.03181866
2,4761,-0.004372505,0.03297096
2,820,-0.004902029,0.022740045
2,3761,-0.004731445,0.026542969
2,2595,-0.004769223,0.029273746
2,1458,-0.004629604,0.034233398
2,2586,-0.004379883,0.031212158
2,1150,-0.004190674,0.029428101
2,3913,-0.004081517,0.03154888
2,2511,-0.004039714,0.026295573
2,810,-0.003830566,0.028168945
2,1019,-0.003715306,0.0289908
2,382,-0.003415944,0.035375619
2,3914,-0.003572754,0.031450195
2,2576,-0.003544922,0.033425293
2,4766,-0.003470459,0.032636719
2,5105,-0.003269392,0.036632952
2,2573,-0.002907715,0.033880005
2,1500,-0.002817383,0.036875
2,5100,-0.002784926,0.035973977
2,427,-0.002900391,0.031757813
2,427,-0.00286377,0.031794434
2,2573,-0.002800781,0.034007813
2,1363,-0.002527026,0.029990461
2,2471,-0.00256243,0.02597168
2,1504,-0.002431641,0.037348633
2,2554,-0.002435192,0.035809659
2,5107,-0.002441406,0.035191127
2,362,-0.002142857,0.034376953
2,1151,-0.002143111,0.02693093
2,4776,-0.002038068,0.030902675
2,3915,-0.002050781,0.031640625
2,1232,-0.002030806,0.029307528
2,5104,-0.001995443,0.033836263
2,1491,-0.001899572,0.036427356
2,1165,-0.001763944,0.022915607
2,431,-0.00147644,0.030808105
2,1227,-0.001450536,0.031780296
2,274,-0.001519442,0.024582741
2,4777,-0.00135912,0.030137568
2,1392,-0.001072153,0.031425969
2,5110,-0.001022252,0.032282017
2,4782,-0.00090141,0.029186906
2,398,-0.000952506,0.035531393
2,4783,-0.000990601,0.028861084
2,3117,-0.000786133,0.023115234
2,1728,-0.000571289,0.026904297
2,4716,-0.000510992,0.036204806
2,834,-0.000395508,0.025945046
2,2569,-0.000351563,0.033184989
2,4790,-3.99E-05,0.027852076
2,3124,-0.000176225,0.023665661
2,4794,-0.000241071,0.024953404
2,4793,-0.000163574,0.025536296
2,4971,-8.07E-05,0.028906764
2,0,0.000138212,0.032507123
2,4792,7.54E-05,0.026482205
2,5111,7.00E-05,0.030321551
2,4644,0.000170806,0.035270674
2,2558,0.000146484,0.034726938
2,412,0.000149568,0.029215152
2,5114,0.000331566,0.029701451
2,5106,0.000196708,0.03093192
2,839,0.000337524,0.025646973
2,4610,0.000275391,0.031259766
2,441,0.000668447,0.023882932
2,0,0.000470145,0.024128069
2,1216,0.000621315,0.024729326
2,3016,0.000562975,0.03570814
2,4967,0.000454102,0.030043945
2,5091,0.000673218,0.031361084
2,3029,0.00067048,0.035060826
2,4791,0.000672496,0.027480469
2,4962,0.00099788,0.030473752
2,3035,0.00078404,0.034634487
2,445,0.000855671,0.022920259
2,444,0.000834961,0.022587891
2,0,0.001077474,0.026900391
2,2364,0.001279075,0.024779164
2,4728,0.001377686,0.034759277
2,4609,0.001485861,0.031571204
2,4954,0.001538086,0.032124023
2,2557,0.001604713,0.034037298
2,4961,0.001894107,0.032262228
2,4702,0.001904297,0.037338867
2,852,0.00231236,0.024665278
2,4950,0.002026811,0.033291016
2,4788,0.002080078,0.027083629
2,4608,0.002245815,0.031851563
2,4119,0.002409812,0.02542222
2,1428,0.002586496,0.032841797
2,4959,0.002775161,0.033564453
2,2532,0.002801011,0.036583755
2,1487,0.002828369,0.037388916
2,1478,0.002814128,0.035810547
2,4960,0.00316765,0.031212532
2,4786,0.00300293,0.026744792
2,1445,0.003053244,0.033902853
2,4995,0.003208008,0.032404436
2,4943,0.003234863,0.03517334
2,1238,0.003291352,0.029142309
2,4331,0.003383203,0.029580469
2,1196,0.003606896,0.027541316
2,1333,0.003525391,0.030562221
2,1341,0.00358028,0.030927398
2,1471,0.003683912,0.03458939
2,4784,0.003537598,0.02638916
2,4784,0.003619026,0.026527459
2,4981,0.003746338,0.032374268
2,4942,0.003783398,0.033389648
2,4330,0.003950417,0.029381436
2,3217,0.003936298,0.026053936
2,1400,0.004116716,0.034435446
2,4953,0.004123535,0.031745605
2,1101,0.004283323,0.024834782
2,4457,0.004179688,0.032841797
2,1418,0.004498629,0.036027676
2,4453,0.004436035,0.032724609
2,0,0.004683315,0.034282366
2,4328,0.004632813,0.02896875
2,2242,0.005071903,0.028057664
2,0,0.005115389,0.025298623
2,4898,0.005125263,0.031727389
2,4946,0.005137416,0.034907227
2,4883,0.005249581,0.030862165
2,3682,0.005282835,0.024208063
2,0,0.00516276,0.025205078
2,4951,0.005533691,0.03364209
2,0,0.005358887,0.026877441
2,4448,0.005266113,0.032658691
2,4448,0.005302734,0.032695313
2,865,0.005649322,0.023600568
2,3597,0.005596924,0.029562988
2,4831,0.005684509,0.028872986
2,4292,0.005733095,0.024702317
2,3592,0.005807542,0.031135817
2,3812,0.005836447,0.022822266
2,3826,0.005806949,0.026621608
2,4807,0.005814098,0.02806907
2,0,0.006096444,0.032575431
2,3177,0.006014717,0.028459529
2,4947,0.006052189,0.031812318
2,4945,0.006340091,0.033566379
2,0,0.006132813,0.027978516
2,0,0.006137695,0.028081055
2,4327,0.006230469,0.027978516
2,0,0.006225586,0.028081055
2,4314,0.006436435,0.026873224
2,4326,0.006659516,0.027369525
2,4324,0.006605584,0.028242188
2,4417,0.006587072,0.034488092
2,1449,0.006769206,0.032055664
2,1308,0.006882512,0.023810096
2,1342,0.007011242,0.030871046
2,4322,0.007056362,0.027831334
2,2225,0.007265625,0.02925293
2,2199,0.007236328,0.024609375
2,2724,0.007298473,0.029889915
2,3181,0.007319168,0.026117659
2,3187,0.007342355,0.028351004
2,1659,0.007313232,0.031508789
2,0,0.007408447,0.026680298
2,0,0.007485352,0.028535156
3,2621,-0.006916944,0.025837683
3,1543,-0.007317147,0.028967538
3,2622,-0.007177734,0.026629395
3,4665,-0.007008085,0.037200218
3,0,-0.006516415,0.027559472
3,2597,-0.00690295,0.028565463
3,0,-0.006652344,0.033825391
3,3911,-0.006933594,0.033283203
3,2325,-0.006605584,0.025166016
3,5018,-0.006550049,0.034541016
3,2613,-0.006505904,0.028633034
3,2611,-0.006355511,0.029296875
3,2608,-0.006144849,0.03057708
3,2605,-0.005952361,0.031913213
3,2600,-0.005820756,0.032530185
3,2581,-0.005869477,0.031416352
3,1075,-0.0057724,0.026672974
3,4757,-0.005607422,0.033315569
3,2603,-0.005426815,0.027766975
3,2589,-0.005589193,0.029764811
3,4679,-0.005482422,0.036689453
3,3760,-0.005453845,0.022909128
3,2591,-0.005362477,0.030589959
3,2598,-0.005423438,0.033949219
3,447,-0.005226563,0.023746094
3,2599,-0.005060587,0.028394651
3,3912,-0.00503675,0.031845703
3,2593,-0.00504069,0.03650472
3,3762,-0.004980469,0.029861271
3,820,-0.004916992,0.022748047
3,4761,-0.004604541,0.033032662
3,3761,-0.004727783,0.026384033
3,2595,-0.004764844,0.029305078
3,1458,-0.004636579,0.034246652
3,1150,-0.00420166,0.029411621
3,2586,-0.004394531,0.031201172
3,2586,-0.004335938,0.031201172
3,3913,-0.00413737,0.031566569
3,2511,-0.004021427,0.026295669
3,4763,-0.003987305,0.032994141
3,810,-0.003838752,0.028182732
3,1019,-0.003729955,0.028989258
3,382,-0.003434495,0.035386118
3,4766,-0.003595526,0.032719283
3,378,-0.003823242,0.035917969
3,378,-0.003823242,0.035976563
3,3914,-0.003611996,0.031457905
3,2576,-0.003529502,0.033452405
3,5105,-0.003292683,0.036703982
3,1500,-0.002837402,0.036872314
3,427,-0.002878418,0.031762695
3,2573,-0.002808679,0.03398947
3,5100,-0.002753906,0.035990295
3,4769,-0.0028125,0.031845703
3,1363,-0.00252907,0.029962527
3,2471,-0.002542969,0.025957031
3,1504,-0.002465123,0.037366071
3,5107,-0.002470703,0.035228795
3,2554,-0.002413225,0.035825893
3,1151,-0.002155683,0.026926663
3,4776,-0.002055288,0.030930739
3,362,-0.002116268,0.034397116
3,3915,-0.002109375,0.03163737
3,1232,-0.002069888,0.029300696
3,5104,-0.00197998,0.033859863
3,1491,-0.001885986,0.036379395
3,1165,-0.001772461,0.022896205
3,431,-0.001527801,0.030843376
3,1227,-0.001471354,0.031792969
3,274,-0.001531641,0.024588281
3,4777,-0.001347656,0.03019043
3,1392,-0.001154726,0.031321932
3,5110,-0.001032462,0.032295764
3,4783,-0.000931175,0.029118097
3,398,-0.000964072,0.035546648
3,5109,-0.00094549,0.031649947
3,3117,-0.000820313,0.023092105
3,1728,-0.00055126,0.026914262
3,4716,-0.00053075,0.036204806
3,834,-0.000401367,0.025984863
3,4795,-0.000258706,0.024792605
3,2569,-0.000311523,0.033192383
3,467,-0.000188462,0.023684118
3,0,-0.000121021,0.027951683
3,3917,-0.000129288,0.032530995
3,4793,-0.000156778,0.025568254
3,4971,-0.000136983,0.029061708
3,4792,8.62E-05,0.026525503
3,5111,6.23E-05,0.030353027
3,4644,1.52E-05,0.035296673
3,414,2.05E-05,0.028666992
3,5114,0.00037207,0.029742188
3,2558,0.000204068,0.034739022
3,839,0.000307617,0.025662842
3,412,0.000175781,0.029247296
3,5106,0.00019043,0.03090271
3,424,0.000343192,0.032426618
3,1476,0.000315139,0.035252059
3,441,0.000583684,0.023952825
3,421,0.000365084,0.027612305
3,1216,0.000586883,0.024754914
3,5091,0.000650499,0.031346029
3,3016,0.000561035,0.035752441
3,3029,0.000657552,0.035083822
3,4791,0.000661621,0.02755127
3,4962,0.000997577,0.030482471
3,3035,0.00077868,0.034678248
3,445,0.000841527,0.022961678
3,444,0.000820313,0.022622514
3,2364,0.001286994,0.024776884
3,0,0.001182943,0.026753255
3,4728,0.001380615,0.034760742
3,4964,0.001309345,0.031063702
3,4609,0.00160612,0.03160612
3,4954,0.001552734,0.032137207
3,2557,0.001681124,0.034104148
3,4961,0.001899246,0.032291218
3,4702,0.001889648,0.037312951
3,852,0.002259599,0.024676384
3,4950,0.002038718,0.033326057
3,4788,0.002117746,0.027068917
3,4119,0.002438217,0.025378268
3,0,0.002393727,0.031939625
3,4959,0.00286278,0.033631625
3,2532,0.002803656,0.036598983
3,1428,0.002636719,0.032827148
3,1487,0.002900391,0.037311663
3,1487,0.002880859,0.037434896
3,1478,0.002915039,0.035698242
3,4960,0.003176367,0.031223438
3,4786,0.003043054,0.026741678
3,4995,0.00319894,0.032415597
3,4943,0.003238351,0.035155204
3,1238,0.003290342,0.029144329
3,4331,0.00349985,0.029532377
3,1196,0.003600643,0.027533318
3,1341,0.00357826,0.030917295
3,1333,0.003538028,0.030518727
3,1471,0.003720703,0.0345744
3,4784,0.003655078,0.026478516
3,4981,0.003745117,0.032373657
3,4942,0.003739583,0.033402995
3,3217,0.003944561,0.026051683
3,4330,0.003945074,0.029374047
3,1400,0.00416078,0.034438788
3,4953,0.004127604,0.031751302
3,1101,0.004287508,0.024834782
3,0,0.004495634,0.036056411
3,4457,0.004467773,0.032727273
3,0,0.004820251,0.034407349
3,2242,0.005092012,0.027979322
3,0,0.005139898,0.025272643
3,4898,0.0051247,0.031730206
3,4946,0.005144817,0.034915444
3,4883,0.005241477,0.030854048
3,3682,0.005264148,0.024120617
3,0,0.005354818,0.026722005
3,0,0.005583022,0.033610949
3,865,0.005622337,0.023518288
3,3597,0.005595703,0.029604492
3,4831,0.005681763,0.02887207
3,4292,0.005726624,0.024697266
3,3592,0.005799239,0.031201172
3,3812,0.00584409,0.022822266
3,863,0.005726563,0.023828125
3,3826,0.005810547,0.02663365
3,0,0.006097745,0.032521196
3,4807,0.005811121,0.028042279
3,3177,0.006000279,0.028442383
3,4947,0.00607017,0.031823552
3,4945,0.006195217,0.033653535
3,4327,0.00628418,0.027861328
3,4326,0.006639857,0.027110472
3,4324,0.006617432,0.028223877
3,4433,0.006561328,0.033462891
3,4417,0.006599609,0.034481445
3,1308,0.006899414,0.02380294
3,1449,0.006930434,0.031977539
3,1342,0.007007212,0.030870643
3,4322,0.007089162,0.027795921
3,2199,0.007227412,0.024618291
3,2225,0.007311035,0.029281494
3,2724,0.007301331,0.029888306
3,3181,0.007319168,0.026061086
3,3187,0.007353516,0.028321875
3,1659,0.007344194,0.031552734
4,2623,-0.006959196,0.025808369
4,1543,-0.007315127,0.028965517
4,2622,-0.007144681,0.026742037
4,4665,-0.007021484,0.037202474
4,2590,-0.006966797,0.027394531
4,2615,-0.006679869,0.028293321
4,3911,-0.007060547,0.03328125
4,3911,-0.007009277,0.03335083
4,0,-0.006671435,0.033853158
4,5018,-0.006545351,0.034520293
4,2325,-0.006567827,0.025158026
4,2578,-0.006462402,0.027322591
4,2611,-0.006328762,0.029407694
4,2608,-0.006130208,0.030710286
4,2571,-0.006035754,0.027194675
4,2581,-0.005911353,0.031429877
4,2605,-0.005969238,0.032032471
4,2600,-0.005780806,0.03263339
4,1075,-0.005765423,0.026681371
4,2605,-0.005917969,0.031962891
4,4757,-0.005600043,0.033306207
4,4756,-0.005777344,0.03346875
4,3760,-0.005516092,0.022845831
4,2603,-0.005430611,0.027800359
4,2589,-0.005564823,0.029771168
4,4679,-0.005497216,0.036697141
4,2591,-0.00534668,0.030615967
4,2598,-0.005409668,0.034067871
4,447,-0.005227539,0.023745117
4,3912,-0.005092114,0.031850454
4,2599,-0.005066216,0.028421542
4,2593,-0.004999186,0.036616211
4,3762,-0.004967448,0.029709473
4,820,-0.004952148,0.02275293
4,4760,-0.004712561,0.033044757
4,3761,-0.00473609,0.026244284
4,2595,-0.004739118,0.029345703
4,1458,-0.004635038,0.034224882
4,1150,-0.004211426,0.029399414
4,3913,-0.004224147,0.03159668
4,4765,-0.003853237,0.032846331
4,2511,-0.004015255,0.026302259
4,810,-0.003860572,0.028188319
4,382,-0.003473109,0.035409918
4,1019,-0.00371912,0.028980944
4,3914,-0.003659105,0.031473107
4,2576,-0.003476953,0.033507422
4,5105,-0.003325966,0.036709755
4,427,-0.002905971,0.031821987
4,1500,-0.002846548,0.036853093
4,5100,-0.002764486,0.036017253
4,2573,-0.002797852,0.034042969
4,1363,-0.002548828,0.029956055
4,2471,-0.00253756,0.02594351
4,5107,-0.002441663,0.035188631
4,1504,-0.002501028,0.037316509
4,2554,-0.002398035,0.035891257
4,1504,-0.002348633,0.037426758
4,1151,-0.00215332,0.026933899
4,0,-0.001824012,0.030891019
4,3915,-0.002153863,0.031620009
4,362,-0.002135925,0.034423828
4,1232,-0.002069738,0.029317555
4,5104,-0.001986645,0.033875106
4,1491,-0.00187601,0.036380657
4,1165,-0.001788472,0.022901299
4,1227,-0.001469613,0.03178234
4,274,-0.001540749,0.024609375
4,4777,-0.001359863,0.030205078
4,1392,-0.001096344,0.031441956
4,5110,-0.001020108,0.032312052
4,4782,-0.000938499,0.02916404
4,398,-0.000999349,0.035572917
4,3117,-0.000860263,0.023088601
4,1728,-0.000541382,0.026950684
4,4716,-0.000537564,0.036203443
4,834,-0.000453404,0.025977958
4,4789,-0.000150457,0.02806591
4,0,-0.000194644,0.023711606
4,4795,-0.000257713,0.024822398
4,3917,-0.000217896,0.0324646
4,2569,-0.000263672,0.033262939
4,4793,-0.000154402,0.025599134
4,4971,-0.00013644,0.029101004
4,4792,0.000100801,0.026564321
4,5111,5.86E-05,0.03038737
4,1476,0.000199544,0.035111328
4,5114,0.000390524,0.029742369
4,839,0.000280502,0.025673413
4,5106,0.000191201,0.030917455
4,424,0.000349839,0.032466969
4,0,0.000601663,0.024323084
4,421,0.000363685,0.027677465
4,5091,0.000648953,0.031348209
4,3016,0.000555827,0.035773926
4,3029,0.000647116,0.035069221
4,4962,0.001011099,0.030499476
4,445,0.000830078,0.022908064
4,3035,0.00074707,0.034584961
4,4779,0.000946289,0.028359375
4,2364,0.001297579,0.024765057
4,0,0.001303074,0.026586277
4,4728,0.001399311,0.034770765
4,4964,0.001323686,0.031089311
4,4954,0.001593299,0.032107121
4,4954,0.001501465,0.032182617
4,4609,0.001724694,0.031654637
4,2557,0.001741211,0.034130859
4,4702,0.001877441,0.037320557
4,852,0.002242407,0.024687101
4,4961,0.001923404,0.032320822
4,4950,0.002054332,0.033346946
4,4788,0.002146345,0.027054269
4,4119,0.002475586,0.02534236
4,4608,0.002562615,0.032035271
4,4959,0.002856112,0.033621826
4,1428,0.002716527,0.032777142
4,2532,0.00286937,0.036681411
4,1487,0.002827148,0.037311035
4,4960,0.002976563,0.031025391
4,4957,0.003246373,0.031266044
4,4786,0.003076172,0.026711775
4,4995,0.00320452,0.032405134
4,4943,0.003237305,0.03515625
4,1238,0.003293536,0.029141885
4,1196,0.00361582,0.027523242
4,1333,0.003515625,0.030534668
4,1341,0.00357945,0.030895647
4,4331,0.003605686,0.029510634
4,4942,0.003800551,0.033344439
4,1471,0.003747275,0.034521939
4,4784,0.003670313,0.026460938
4,4981,0.00374439,0.032366813
4,3217,0.003938117,0.026058028
4,4330,0.004070173,0.029321289
4,1400,0.004158529,0.034373915
4,4953,0.004145003,0.031751751
4,1101,0.004285116,0.02482103
4,3578,0.004490177,0.036313477
4,1418,0.004467188,0.035879297
4,4328,0.004803223,0.02887207
4,0,0.005107315,0.027936019
4,0,0.005149701,0.025269416
4,4607,0.004962713,0.034516158
4,4898,0.005125826,0.03173753
4,4946,0.005163923,0.034937221
4,2261,0.005227295,0.024044678
4,4874,0.005256821,0.030829495
4,3683,0.005373535,0.026563721
4,4951,0.005365668,0.033713108
4,865,0.005631032,0.023539177
4,3597,0.005605469,0.029624721
4,4831,0.005685425,0.028897705
4,4292,0.005729492,0.024668945
4,3592,0.005775146,0.031232666
4,863,0.005721507,0.02384421
4,3812,0.005840495,0.022816406
4,4952,0.006038263,0.033594638
4,3826,0.005820313,0.026597377
4,3845,0.005953979,0.032681274
4,4807,0.005854749,0.0280294
4,3177,0.005970703,0.028404785
4,4947,0.006086426,0.031812744
4,1452,0.006287395,0.03227158
4,4314,0.006414063,0.026855469
4,4327,0.006381836,0.027729492
4,4417,0.006545941,0.034464589
4,4433,0.006569475,0.033469587
4,4324,0.006649475,0.028227539
4,4326,0.006851146,0.027126025
4,4417,0.006673828,0.034623047
4,1308,0.00692794,0.023774414
4,1342,0.007015831,0.030853464
4,1449,0.007021729,0.031935059
4,4322,0.007113932,0.027780599
4,2199,0.007256709,0.024618291
4,2225,0.007262109,0.029346094
4,2724,0.007303427,0.029896043
4,3181,0.007322198,0.026001482
4,3187,0.007369792,0.02827908
4,4456,0.007336775,0.031572266
4,3175,0.007390522,0.024037315
4,0,0.007441406,0.029117432
5,2628,-0.00730957,0.025409405
5,1543,-0.007301331,0.028977356
5,2626,-0.007305773,0.025916884
5,2622,-0.007114633,0.026859225
5,4665,-0.007025923,0.037198375
5,3911,-0.007024357,0.033444968
5,2621,-0.006673142,0.02598103
5,2590,-0.006927196,0.027520878
5,0,-0.006667037,0.033882169
5,2597,-0.006841867,0.028681641
5,2619,-0.00664249,0.028111175
5,5018,-0.006549638,0.034533155
5,2325,-0.006521862,0.025160345
5,2613,-0.006451971,0.028853427
5,971,-0.006218928,0.027247425
5,2611,-0.006339589,0.029505138
5,2608,-0.006087618,0.030799873
5,2581,-0.005917081,0.031467507
5,2605,-0.005937075,0.032133577
5,2600,-0.005760417,0.032761068
5,1075,-0.005773505,0.026653085
5,4757,-0.005668174,0.033358347
5,0,-0.005737305,0.022765299
5,2603,-0.005404597,0.027820313
5,4679,-0.005493774,0.036679077
5,2589,-0.005533255,0.02976948
5,2591,-0.005358665,0.03065119
5,0,-0.005439453,0.022949219
5,3760,-0.005427912,0.022675781
5,2598,-0.005349609,0.034145508
5,447,-0.005229492,0.023761597
5,3912,-0.005168586,0.031901213
5,2599,-0.005065755,0.028410807
5,820,-0.004978579,0.022768397
5,3762,-0.004989258,0.02955957
5,4760,-0.004910556,0.033076838
5,2593,-0.004931641,0.036721413
5,3761,-0.004716082,0.026094226
5,1458,-0.004640489,0.034216025
5,2595,-0.004686105,0.029405692
5,4763,-0.004195432,0.032985292
5,3913,-0.00428267,0.031581365
5,1150,-0.004217529,0.029398193
5,2511,-0.003998162,0.026294807
5,810,-0.003876666,0.028212891
5,382,-0.00348284,0.035432129
5,3914,-0.003738567,0.031485566
5,1019,-0.0037261,0.02897538
5,378,-0.003855469,0.036035156
5,4766,-0.00352478,0.032666016
5,2576,-0.003487793,0.033530273
5,5105,-0.00337515,0.036758564
5,1500,-0.002859661,0.036831888
